city,state,period,pollutant,mean,days_with_data
Agartala,Tripura,FY2024-25,CO,0.7,306
Agartala,Tripura,FY2024-25,NO2,9.5,306
Agartala,Tripura,FY2024-25,O3,45.3,306
Agartala,Tripura,FY2024-25,PM10,95.7,306
Agartala,Tripura,FY2024-25,PM2.5,46.046,306
Agartala,Tripura,FY2025-26,CO,0.3,294
Agartala,Tripura,FY2025-26,NO2,7.2,294
Agartala,Tripura,FY2025-26,O3,33.5,294
Agartala,Tripura,FY2025-26,PM10,49.8,294
Agartala,Tripura,FY2025-26,PM2.5,22.991,294
Agra,Uttar Pradesh,FY2024-25,CO,0.5,364
Agra,Uttar Pradesh,FY2024-25,NO2,18.7,364
Agra,Uttar Pradesh,FY2024-25,O3,26.0,364
Agra,Uttar Pradesh,FY2024-25,PM10,75.5,364
Agra,Uttar Pradesh,FY2024-25,PM2.5,31.414,364
Agra,Uttar Pradesh,FY2025-26,CO,0.6,365
Agra,Uttar Pradesh,FY2025-26,NO2,18.9,365
Agra,Uttar Pradesh,FY2025-26,O3,21.9,365
Agra,Uttar Pradesh,FY2025-26,PM10,111.8,365
Agra,Uttar Pradesh,FY2025-26,PM2.5,43.463,365
Ahmedabad,Gujarat,FY2024-25,CO,1.1,364
Ahmedabad,Gujarat,FY2024-25,NO2,31.2,364
Ahmedabad,Gujarat,FY2024-25,O3,52.6,364
Ahmedabad,Gujarat,FY2024-25,PM10,106.6,364
Ahmedabad,Gujarat,FY2024-25,PM2.5,53.844,364
Ahmedabad,Gujarat,FY2025-26,CO,1.1,365
Ahmedabad,Gujarat,FY2025-26,NO2,34.4,365
Ahmedabad,Gujarat,FY2025-26,O3,45.1,365
Ahmedabad,Gujarat,FY2025-26,PM10,105.2,365
Ahmedabad,Gujarat,FY2025-26,PM2.5,45.216,365
Ahmednagar,Maharashtra,FY2024-25,CO,1.3,297
Ahmednagar,Maharashtra,FY2024-25,NO2,28.7,297
Ahmednagar,Maharashtra,FY2024-25,O3,86.4,297
Ahmednagar,Maharashtra,FY2024-25,PM10,109.4,297
Ahmednagar,Maharashtra,FY2024-25,PM2.5,44.697,297
Ahmednagar,Maharashtra,FY2025-26,CO,1.2,345
Ahmednagar,Maharashtra,FY2025-26,NO2,18.3,345
Ahmednagar,Maharashtra,FY2025-26,O3,57.8,345
Ahmednagar,Maharashtra,FY2025-26,PM10,78.3,345
Ahmednagar,Maharashtra,FY2025-26,PM2.5,30.848,345
Aizawl,Mizoram,FY2024-25,CO,0.0,350
Aizawl,Mizoram,FY2024-25,NO2,0.5,350
Aizawl,Mizoram,FY2024-25,O3,18.8,350
Aizawl,Mizoram,FY2024-25,PM10,47.4,350
Aizawl,Mizoram,FY2024-25,PM2.5,8.876,350
Aizawl,Mizoram,FY2025-26,CO,0.0,220
Aizawl,Mizoram,FY2025-26,NO2,0.0,220
Aizawl,Mizoram,FY2025-26,O3,3.7,220
Aizawl,Mizoram,FY2025-26,PM10,39.9,220
Aizawl,Mizoram,FY2025-26,PM2.5,16.508,220
Ajmer,Rajasthan,FY2024-25,CO,0.9,358
Ajmer,Rajasthan,FY2024-25,NO2,20.4,358
Ajmer,Rajasthan,FY2024-25,O3,54.9,358
Ajmer,Rajasthan,FY2024-25,PM10,86.3,358
Ajmer,Rajasthan,FY2024-25,PM2.5,40.09,358
Ajmer,Rajasthan,FY2025-26,CO,1.0,359
Ajmer,Rajasthan,FY2025-26,NO2,20.9,359
Ajmer,Rajasthan,FY2025-26,O3,38.0,359
Ajmer,Rajasthan,FY2025-26,PM10,99.5,359
Ajmer,Rajasthan,FY2025-26,PM2.5,42.466,359
Akola,Maharashtra,FY2024-25,CO,1.1,364
Akola,Maharashtra,FY2024-25,NO2,17.0,364
Akola,Maharashtra,FY2024-25,O3,53.4,364
Akola,Maharashtra,FY2024-25,PM10,89.0,364
Akola,Maharashtra,FY2024-25,PM2.5,35.055,364
Akola,Maharashtra,FY2025-26,CO,0.7,357
Akola,Maharashtra,FY2025-26,NO2,20.0,357
Akola,Maharashtra,FY2025-26,O3,46.5,357
Akola,Maharashtra,FY2025-26,PM10,72.3,357
Akola,Maharashtra,FY2025-26,PM2.5,31.685,357
Alwar,Rajasthan,FY2024-25,CO,1.3,359
Alwar,Rajasthan,FY2024-25,NO2,40.2,359
Alwar,Rajasthan,FY2024-25,O3,42.1,359
Alwar,Rajasthan,FY2024-25,PM10,84.5,359
Alwar,Rajasthan,FY2024-25,PM2.5,37.86,359
Alwar,Rajasthan,FY2025-26,CO,1.3,350
Alwar,Rajasthan,FY2025-26,NO2,41.1,350
Alwar,Rajasthan,FY2025-26,O3,50.1,350
Alwar,Rajasthan,FY2025-26,PM10,90.6,350
Alwar,Rajasthan,FY2025-26,PM2.5,37.757,350
Amaravati,Andhra Pradesh,FY2024-25,CO,1.0,351
Amaravati,Andhra Pradesh,FY2024-25,NO2,9.3,351
Amaravati,Andhra Pradesh,FY2024-25,O3,43.3,351
Amaravati,Andhra Pradesh,FY2024-25,PM10,57.5,351
Amaravati,Andhra Pradesh,FY2024-25,PM2.5,25.214,351
Amaravati,Andhra Pradesh,FY2025-26,CO,0.7,347
Amaravati,Andhra Pradesh,FY2025-26,NO2,23.2,347
Amaravati,Andhra Pradesh,FY2025-26,O3,38.8,347
Amaravati,Andhra Pradesh,FY2025-26,PM10,86.1,347
Amaravati,Andhra Pradesh,FY2025-26,PM2.5,33.879,347
Amravati,Maharashtra,FY2024-25,CO,0.7,363
Amravati,Maharashtra,FY2024-25,NO2,12.9,363
Amravati,Maharashtra,FY2024-25,O3,58.0,363
Amravati,Maharashtra,FY2024-25,PM10,82.1,363
Amravati,Maharashtra,FY2024-25,PM2.5,34.732,363
Amravati,Maharashtra,FY2025-26,CO,0.8,364
Amravati,Maharashtra,FY2025-26,NO2,11.1,364
Amravati,Maharashtra,FY2025-26,O3,56.7,364
Amravati,Maharashtra,FY2025-26,PM10,78.7,364
Amravati,Maharashtra,FY2025-26,PM2.5,33.066,364
Amritsar,Punjab,FY2024-25,CO,1.2,345
Amritsar,Punjab,FY2024-25,NO2,21.2,345
Amritsar,Punjab,FY2024-25,O3,51.3,345
Amritsar,Punjab,FY2024-25,PM10,114.3,345
Amritsar,Punjab,FY2024-25,PM2.5,54.203,345
Amritsar,Punjab,FY2025-26,CO,1.2,340
Amritsar,Punjab,FY2025-26,NO2,21.9,340
Amritsar,Punjab,FY2025-26,O3,42.2,340
Amritsar,Punjab,FY2025-26,PM10,89.2,340
Amritsar,Punjab,FY2025-26,PM2.5,46.948,340
Anantapur,Andhra Pradesh,FY2024-25,CO,0.6,278
Anantapur,Andhra Pradesh,FY2024-25,NO2,17.9,278
Anantapur,Andhra Pradesh,FY2024-25,O3,30.6,278
Anantapur,Andhra Pradesh,FY2024-25,PM10,63.0,278
Anantapur,Andhra Pradesh,FY2024-25,PM2.5,28.92,278
Anantapur,Andhra Pradesh,FY2025-26,CO,0.8,314
Anantapur,Andhra Pradesh,FY2025-26,NO2,17.8,314
Anantapur,Andhra Pradesh,FY2025-26,O3,30.3,314
Anantapur,Andhra Pradesh,FY2025-26,PM10,68.1,314
Anantapur,Andhra Pradesh,FY2025-26,PM2.5,41.784,314
Angul,Odisha,FY2024-25,CO,1.6,331
Angul,Odisha,FY2024-25,NO2,17.4,331
Angul,Odisha,FY2024-25,O3,67.6,331
Angul,Odisha,FY2024-25,PM10,122.4,331
Angul,Odisha,FY2024-25,PM2.5,61.937,331
Angul,Odisha,FY2025-26,CO,1.6,352
Angul,Odisha,FY2025-26,NO2,17.9,352
Angul,Odisha,FY2025-26,O3,72.6,352
Angul,Odisha,FY2025-26,PM10,114.5,352
Angul,Odisha,FY2025-26,PM2.5,55.448,352
Ankleshwar,Gujarat,FY2024-25,CO,1.5,314
Ankleshwar,Gujarat,FY2024-25,NO2,33.7,314
Ankleshwar,Gujarat,FY2024-25,O3,34.8,314
Ankleshwar,Gujarat,FY2024-25,PM10,77.4,314
Ankleshwar,Gujarat,FY2024-25,PM2.5,43.975,314
Ankleshwar,Gujarat,FY2025-26,CO,1.2,316
Ankleshwar,Gujarat,FY2025-26,NO2,29.3,316
Ankleshwar,Gujarat,FY2025-26,O3,51.1,316
Ankleshwar,Gujarat,FY2025-26,PM10,90.0,316
Ankleshwar,Gujarat,FY2025-26,PM2.5,41.558,316
Araria,Bihar,FY2024-25,CO,1.0,235
Araria,Bihar,FY2024-25,NO2,10.2,235
Araria,Bihar,FY2024-25,O3,21.2,235
Araria,Bihar,FY2024-25,PM10,137.1,235
Araria,Bihar,FY2024-25,PM2.5,58.444,235
Araria,Bihar,FY2025-26,CO,0.9,297
Araria,Bihar,FY2025-26,NO2,15.0,297
Araria,Bihar,FY2025-26,O3,10.1,297
Araria,Bihar,FY2025-26,PM10,77.2,297
Araria,Bihar,FY2025-26,PM2.5,49.771,297
Ariyalur,Tamil Nadu,FY2024-25,NO2,11.6,289
Ariyalur,Tamil Nadu,FY2024-25,O3,22.1,289
Ariyalur,Tamil Nadu,FY2024-25,PM10,44.0,289
Ariyalur,Tamil Nadu,FY2024-25,PM2.5,20.567,289
Ariyalur,Tamil Nadu,FY2025-26,NO2,7.4,215
Ariyalur,Tamil Nadu,FY2025-26,O3,16.1,215
Ariyalur,Tamil Nadu,FY2025-26,PM10,48.9,215
Ariyalur,Tamil Nadu,FY2025-26,PM2.5,25.139,215
Arrah,Bihar,FY2024-25,CO,0.0,241
Arrah,Bihar,FY2024-25,NO2,6.8,241
Arrah,Bihar,FY2024-25,O3,50.8,241
Arrah,Bihar,FY2024-25,PM10,98.8,241
Arrah,Bihar,FY2024-25,PM2.5,39.647,241
Arrah,Bihar,FY2025-26,CO,0.6,273
Arrah,Bihar,FY2025-26,NO2,5.8,273
Arrah,Bihar,FY2025-26,O3,15.5,273
Arrah,Bihar,FY2025-26,PM10,64.3,273
Arrah,Bihar,FY2025-26,PM2.5,32.949,273
Asansol,West Bengal,FY2024-25,CO,1.2,364
Asansol,West Bengal,FY2024-25,NO2,28.2,364
Asansol,West Bengal,FY2024-25,O3,53.9,364
Asansol,West Bengal,FY2024-25,PM10,137.9,364
Asansol,West Bengal,FY2024-25,PM2.5,72.658,364
Asansol,West Bengal,FY2025-26,CO,1.2,365
Asansol,West Bengal,FY2025-26,NO2,17.2,365
Asansol,West Bengal,FY2025-26,O3,41.1,365
Asansol,West Bengal,FY2025-26,PM10,85.1,365
Asansol,West Bengal,FY2025-26,PM2.5,47.863,365
Aurangabad (Bihar),Bihar,FY2024-25,CO,0.8,271
Aurangabad (Bihar),Bihar,FY2024-25,NO2,5.7,271
Aurangabad (Bihar),Bihar,FY2024-25,O3,57.8,271
Aurangabad (Bihar),Bihar,FY2024-25,PM10,134.0,271
Aurangabad (Bihar),Bihar,FY2024-25,PM2.5,53.245,271
Aurangabad (Bihar),Bihar,FY2025-26,CO,1.4,283
Aurangabad (Bihar),Bihar,FY2025-26,NO2,5.8,283
Aurangabad (Bihar),Bihar,FY2025-26,O3,32.8,283
Aurangabad (Bihar),Bihar,FY2025-26,PM10,102.3,283
Aurangabad (Bihar),Bihar,FY2025-26,PM2.5,45.501,283
Aurangabad (Maharashtra),Maharashtra,FY2024-25,CO,1.1,363
Aurangabad (Maharashtra),Maharashtra,FY2024-25,NO2,23.5,363
Aurangabad (Maharashtra),Maharashtra,FY2024-25,O3,65.7,363
Aurangabad (Maharashtra),Maharashtra,FY2024-25,PM10,88.1,363
Aurangabad (Maharashtra),Maharashtra,FY2024-25,PM2.5,43.061,363
Aurangabad (Maharashtra),Maharashtra,FY2025-26,CO,0.9,365
Aurangabad (Maharashtra),Maharashtra,FY2025-26,NO2,21.1,365
Aurangabad (Maharashtra),Maharashtra,FY2025-26,O3,60.1,365
Aurangabad (Maharashtra),Maharashtra,FY2025-26,PM10,75.5,365
Aurangabad (Maharashtra),Maharashtra,FY2025-26,PM2.5,39.077,365
Baddi,Himachal Pradesh,FY2024-25,CO,1.0,360
Baddi,Himachal Pradesh,FY2024-25,NO2,21.1,360
Baddi,Himachal Pradesh,FY2024-25,O3,103.4,360
Baddi,Himachal Pradesh,FY2024-25,PM10,133.6,360
Baddi,Himachal Pradesh,FY2024-25,PM2.5,59.877,360
Baddi,Himachal Pradesh,FY2025-26,CO,1.3,362
Baddi,Himachal Pradesh,FY2025-26,NO2,24.6,362
Baddi,Himachal Pradesh,FY2025-26,O3,90.1,362
Baddi,Himachal Pradesh,FY2025-26,PM10,151.5,362
Baddi,Himachal Pradesh,FY2025-26,PM2.5,61.451,362
Badlapur,Maharashtra,FY2024-25,CO,1.1,334
Badlapur,Maharashtra,FY2024-25,NO2,24.9,334
Badlapur,Maharashtra,FY2024-25,O3,61.9,334
Badlapur,Maharashtra,FY2024-25,PM10,102.6,334
Badlapur,Maharashtra,FY2024-25,PM2.5,45.841,334
Badlapur,Maharashtra,FY2025-26,CO,0.9,345
Badlapur,Maharashtra,FY2025-26,NO2,25.9,345
Badlapur,Maharashtra,FY2025-26,O3,56.4,345
Badlapur,Maharashtra,FY2025-26,PM10,95.7,345
Badlapur,Maharashtra,FY2025-26,PM2.5,40.268,345
Bagalkot,Karnataka,FY2024-25,CO,0.9,300
Bagalkot,Karnataka,FY2024-25,NO2,7.5,300
Bagalkot,Karnataka,FY2024-25,O3,21.5,300
Bagalkot,Karnataka,FY2024-25,PM10,46.4,300
Bagalkot,Karnataka,FY2024-25,PM2.5,22.67,300
Bagalkot,Karnataka,FY2025-26,CO,0.6,298
Bagalkot,Karnataka,FY2025-26,NO2,7.9,298
Bagalkot,Karnataka,FY2025-26,O3,14.7,298
Bagalkot,Karnataka,FY2025-26,PM10,47.3,298
Bagalkot,Karnataka,FY2025-26,PM2.5,20.661,298
Baghpat,Uttar Pradesh,FY2024-25,CO,1.4,336
Baghpat,Uttar Pradesh,FY2024-25,NO2,21.9,336
Baghpat,Uttar Pradesh,FY2024-25,O3,52.2,336
Baghpat,Uttar Pradesh,FY2024-25,PM10,162.3,336
Baghpat,Uttar Pradesh,FY2024-25,PM2.5,41.409,336
Baghpat,Uttar Pradesh,FY2025-26,CO,1.1,292
Baghpat,Uttar Pradesh,FY2025-26,NO2,34.3,292
Baghpat,Uttar Pradesh,FY2025-26,O3,56.4,292
Baghpat,Uttar Pradesh,FY2025-26,PM10,166.0,292
Baghpat,Uttar Pradesh,FY2025-26,PM2.5,74.884,292
Balasore,Odisha,FY2024-25,CO,1.8,342
Balasore,Odisha,FY2024-25,NO2,13.1,342
Balasore,Odisha,FY2024-25,O3,75.3,342
Balasore,Odisha,FY2024-25,PM10,99.4,342
Balasore,Odisha,FY2024-25,PM2.5,45.603,342
Balasore,Odisha,FY2025-26,CO,1.1,352
Balasore,Odisha,FY2025-26,NO2,12.5,352
Balasore,Odisha,FY2025-26,O3,63.2,352
Balasore,Odisha,FY2025-26,PM10,96.1,352
Balasore,Odisha,FY2025-26,PM2.5,49.349,352
Banswara,Rajasthan,FY2024-25,CO,1.0,349
Banswara,Rajasthan,FY2024-25,NO2,21.0,349
Banswara,Rajasthan,FY2024-25,O3,82.6,349
Banswara,Rajasthan,FY2024-25,PM10,101.0,349
Banswara,Rajasthan,FY2024-25,PM2.5,44.707,349
Banswara,Rajasthan,FY2025-26,CO,0.7,343
Banswara,Rajasthan,FY2025-26,NO2,20.1,343
Banswara,Rajasthan,FY2025-26,O3,72.4,343
Banswara,Rajasthan,FY2025-26,PM10,96.1,343
Banswara,Rajasthan,FY2025-26,PM2.5,36.016,343
Baran,Rajasthan,FY2024-25,CO,0.7,345
Baran,Rajasthan,FY2024-25,NO2,18.4,345
Baran,Rajasthan,FY2024-25,O3,83.9,345
Baran,Rajasthan,FY2024-25,PM10,95.6,345
Baran,Rajasthan,FY2024-25,PM2.5,34.821,345
Baran,Rajasthan,FY2025-26,CO,0.7,355
Baran,Rajasthan,FY2025-26,NO2,16.1,355
Baran,Rajasthan,FY2025-26,O3,88.8,355
Baran,Rajasthan,FY2025-26,PM10,93.8,355
Baran,Rajasthan,FY2025-26,PM2.5,31.701,355
Barbil,Odisha,FY2024-25,CO,1.1,346
Barbil,Odisha,FY2024-25,NO2,9.4,346
Barbil,Odisha,FY2024-25,O3,56.1,346
Barbil,Odisha,FY2024-25,PM10,129.6,346
Barbil,Odisha,FY2024-25,PM2.5,49.995,346
Barbil,Odisha,FY2025-26,CO,1.2,357
Barbil,Odisha,FY2025-26,NO2,20.5,357
Barbil,Odisha,FY2025-26,O3,65.6,357
Barbil,Odisha,FY2025-26,PM10,108.2,357
Barbil,Odisha,FY2025-26,PM2.5,46.91,357
Bareilly,Uttar Pradesh,FY2024-25,CO,0.8,362
Bareilly,Uttar Pradesh,FY2024-25,NO2,2.0,362
Bareilly,Uttar Pradesh,FY2024-25,O3,13.4,362
Bareilly,Uttar Pradesh,FY2024-25,PM10,45.6,362
Bareilly,Uttar Pradesh,FY2024-25,PM2.5,17.69,362
Bareilly,Uttar Pradesh,FY2025-26,CO,0.9,351
Bareilly,Uttar Pradesh,FY2025-26,NO2,4.3,351
Bareilly,Uttar Pradesh,FY2025-26,O3,19.0,351
Bareilly,Uttar Pradesh,FY2025-26,PM10,61.0,351
Bareilly,Uttar Pradesh,FY2025-26,PM2.5,22.619,351
Baripada,Odisha,FY2024-25,CO,1.2,329
Baripada,Odisha,FY2024-25,NO2,14.6,329
Baripada,Odisha,FY2024-25,O3,79.2,329
Baripada,Odisha,FY2024-25,PM10,94.2,329
Baripada,Odisha,FY2024-25,PM2.5,44.036,329
Baripada,Odisha,FY2025-26,CO,1.3,328
Baripada,Odisha,FY2025-26,NO2,13.8,328
Baripada,Odisha,FY2025-26,O3,49.4,328
Baripada,Odisha,FY2025-26,PM10,82.9,328
Baripada,Odisha,FY2025-26,PM2.5,43.66,328
Barmer,Rajasthan,FY2024-25,CO,0.9,354
Barmer,Rajasthan,FY2024-25,NO2,13.9,354
Barmer,Rajasthan,FY2024-25,O3,73.7,354
Barmer,Rajasthan,FY2024-25,PM10,103.9,354
Barmer,Rajasthan,FY2024-25,PM2.5,27.91,354
Barmer,Rajasthan,FY2025-26,CO,0.6,363
Barmer,Rajasthan,FY2025-26,NO2,13.5,363
Barmer,Rajasthan,FY2025-26,O3,76.2,363
Barmer,Rajasthan,FY2025-26,PM10,114.4,363
Barmer,Rajasthan,FY2025-26,PM2.5,29.838,363
Barrackpore,West Bengal,FY2024-25,CO,1.4,341
Barrackpore,West Bengal,FY2024-25,NO2,14.3,341
Barrackpore,West Bengal,FY2024-25,O3,42.2,341
Barrackpore,West Bengal,FY2024-25,PM10,115.6,341
Barrackpore,West Bengal,FY2024-25,PM2.5,58.871,341
Barrackpore,West Bengal,FY2025-26,CO,1.3,342
Barrackpore,West Bengal,FY2025-26,NO2,16.1,342
Barrackpore,West Bengal,FY2025-26,O3,29.4,342
Barrackpore,West Bengal,FY2025-26,PM10,78.8,342
Barrackpore,West Bengal,FY2025-26,PM2.5,40.385,342
Bathinda,Punjab,FY2024-25,CO,1.5,337
Bathinda,Punjab,FY2024-25,NO2,24.6,337
Bathinda,Punjab,FY2024-25,PM10,102.4,337
Bathinda,Punjab,FY2024-25,PM2.5,38.901,337
Bathinda,Punjab,FY2025-26,CO,1.4,309
Bathinda,Punjab,FY2025-26,NO2,24.6,309
Bathinda,Punjab,FY2025-26,PM10,78.2,309
Bathinda,Punjab,FY2025-26,PM2.5,37.745,309
Begusarai,Bihar,FY2024-25,CO,1.7,210
Begusarai,Bihar,FY2024-25,NO2,35.1,210
Begusarai,Bihar,FY2024-25,O3,26.4,210
Begusarai,Bihar,FY2024-25,PM10,129.6,210
Begusarai,Bihar,FY2024-25,PM2.5,63.685,210
Begusarai,Bihar,FY2025-26,CO,1.1,301
Begusarai,Bihar,FY2025-26,NO2,28.4,301
Begusarai,Bihar,FY2025-26,O3,28.3,301
Begusarai,Bihar,FY2025-26,PM10,81.0,301
Begusarai,Bihar,FY2025-26,PM2.5,42.525,301
Belapur,Maharashtra,FY2024-25,CO,0.8,331
Belapur,Maharashtra,FY2024-25,NO2,45.9,331
Belapur,Maharashtra,FY2024-25,O3,67.5,331
Belapur,Maharashtra,FY2024-25,PM10,103.2,331
Belapur,Maharashtra,FY2024-25,PM2.5,42.855,331
Belapur,Maharashtra,FY2025-26,CO,0.6,345
Belapur,Maharashtra,FY2025-26,NO2,14.8,345
Belapur,Maharashtra,FY2025-26,O3,47.4,345
Belapur,Maharashtra,FY2025-26,PM10,85.7,345
Belapur,Maharashtra,FY2025-26,PM2.5,36.138,345
Belgaum,Karnataka,FY2024-25,CO,0.7,277
Belgaum,Karnataka,FY2024-25,NO2,24.1,277
Belgaum,Karnataka,FY2024-25,O3,20.2,277
Belgaum,Karnataka,FY2024-25,PM10,43.6,277
Belgaum,Karnataka,FY2024-25,PM2.5,18.34,277
Belgaum,Karnataka,FY2025-26,CO,0.2,136
Belgaum,Karnataka,FY2025-26,NO2,33.4,136
Belgaum,Karnataka,FY2025-26,O3,19.3,136
Belgaum,Karnataka,FY2025-26,PM10,52.0,136
Belgaum,Karnataka,FY2025-26,PM2.5,23.911,136
Bengaluru,Karnataka,FY2024-25,CO,1.0,364
Bengaluru,Karnataka,FY2024-25,NO2,18.5,364
Bengaluru,Karnataka,FY2024-25,O3,32.7,364
Bengaluru,Karnataka,FY2024-25,PM10,70.4,364
Bengaluru,Karnataka,FY2024-25,PM2.5,30.907,364
Bengaluru,Karnataka,FY2025-26,CO,1.0,365
Bengaluru,Karnataka,FY2025-26,NO2,20.6,365
Bengaluru,Karnataka,FY2025-26,O3,30.9,365
Bengaluru,Karnataka,FY2025-26,PM10,80.9,365
Bengaluru,Karnataka,FY2025-26,PM2.5,31.616,365
Bettiah,Bihar,FY2024-25,CO,1.7,242
Bettiah,Bihar,FY2024-25,NO2,23.1,242
Bettiah,Bihar,FY2024-25,O3,18.5,242
Bettiah,Bihar,FY2024-25,PM10,140.1,242
Bettiah,Bihar,FY2024-25,PM2.5,50.415,242
Bettiah,Bihar,FY2025-26,CO,1.9,288
Bettiah,Bihar,FY2025-26,NO2,9.0,288
Bettiah,Bihar,FY2025-26,O3,24.1,288
Bettiah,Bihar,FY2025-26,PM10,68.4,288
Bettiah,Bihar,FY2025-26,PM2.5,32.668,288
Bhagalpur,Bihar,FY2024-25,CO,1.1,349
Bhagalpur,Bihar,FY2024-25,NO2,18.4,349
Bhagalpur,Bihar,FY2024-25,O3,30.3,349
Bhagalpur,Bihar,FY2024-25,PM10,119.8,349
Bhagalpur,Bihar,FY2024-25,PM2.5,59.315,349
Bhagalpur,Bihar,FY2025-26,CO,1.0,341
Bhagalpur,Bihar,FY2025-26,NO2,10.1,341
Bhagalpur,Bihar,FY2025-26,O3,22.9,341
Bhagalpur,Bihar,FY2025-26,PM10,83.8,341
Bhagalpur,Bihar,FY2025-26,PM2.5,36.397,341
Bharatpur,Rajasthan,FY2024-25,CO,1.5,360
Bharatpur,Rajasthan,FY2024-25,NO2,27.8,360
Bharatpur,Rajasthan,FY2024-25,O3,86.9,360
Bharatpur,Rajasthan,FY2024-25,PM10,103.9,360
Bharatpur,Rajasthan,FY2024-25,PM2.5,47.036,360
Bharatpur,Rajasthan,FY2025-26,CO,1.2,362
Bharatpur,Rajasthan,FY2025-26,NO2,23.2,362
Bharatpur,Rajasthan,FY2025-26,O3,87.2,362
Bharatpur,Rajasthan,FY2025-26,PM10,97.7,362
Bharatpur,Rajasthan,FY2025-26,PM2.5,36.449,362
Bhilai,Chhattisgarh,FY2024-25,CO,1.0,364
Bhilai,Chhattisgarh,FY2024-25,NO2,17.4,364
Bhilai,Chhattisgarh,FY2024-25,O3,34.8,364
Bhilai,Chhattisgarh,FY2024-25,PM10,68.8,364
Bhilai,Chhattisgarh,FY2024-25,PM2.5,31.605,364
Bhilai,Chhattisgarh,FY2025-26,CO,0.9,363
Bhilai,Chhattisgarh,FY2025-26,NO2,20.6,363
Bhilai,Chhattisgarh,FY2025-26,O3,23.0,363
Bhilai,Chhattisgarh,FY2025-26,PM10,47.6,363
Bhilai,Chhattisgarh,FY2025-26,PM2.5,21.49,363
Bhilwara,Rajasthan,FY2024-25,CO,1.0,336
Bhilwara,Rajasthan,FY2024-25,NO2,23.5,336
Bhilwara,Rajasthan,FY2024-25,O3,64.2,336
Bhilwara,Rajasthan,FY2024-25,PM10,85.1,336
Bhilwara,Rajasthan,FY2024-25,PM2.5,42.707,336
Bhilwara,Rajasthan,FY2025-26,CO,0.9,358
Bhilwara,Rajasthan,FY2025-26,NO2,18.7,358
Bhilwara,Rajasthan,FY2025-26,O3,43.6,358
Bhilwara,Rajasthan,FY2025-26,PM10,98.3,358
Bhilwara,Rajasthan,FY2025-26,PM2.5,44.071,358
Bhiwadi,Rajasthan,FY2024-25,CO,1.4,361
Bhiwadi,Rajasthan,FY2024-25,NO2,29.6,361
Bhiwadi,Rajasthan,FY2024-25,O3,60.9,361
Bhiwadi,Rajasthan,FY2024-25,PM10,157.6,361
Bhiwadi,Rajasthan,FY2024-25,PM2.5,70.211,361
Bhiwadi,Rajasthan,FY2025-26,CO,1.4,363
Bhiwadi,Rajasthan,FY2025-26,NO2,33.9,363
Bhiwadi,Rajasthan,FY2025-26,O3,54.0,363
Bhiwadi,Rajasthan,FY2025-26,PM10,176.8,363
Bhiwadi,Rajasthan,FY2025-26,PM2.5,82.627,363
Bhiwandi,Maharashtra,FY2024-25,CO,1.0,342
Bhiwandi,Maharashtra,FY2024-25,NO2,25.8,342
Bhiwandi,Maharashtra,FY2024-25,O3,63.0,342
Bhiwandi,Maharashtra,FY2024-25,PM10,105.2,342
Bhiwandi,Maharashtra,FY2024-25,PM2.5,46.033,342
Bhiwandi,Maharashtra,FY2025-26,CO,0.9,354
Bhiwandi,Maharashtra,FY2025-26,NO2,26.0,354
Bhiwandi,Maharashtra,FY2025-26,O3,58.3,354
Bhiwandi,Maharashtra,FY2025-26,PM10,99.0,354
Bhiwandi,Maharashtra,FY2025-26,PM2.5,41.331,354
Bhopal,Madhya Pradesh,FY2024-25,CO,1.1,364
Bhopal,Madhya Pradesh,FY2024-25,NO2,25.4,364
Bhopal,Madhya Pradesh,FY2024-25,O3,71.0,364
Bhopal,Madhya Pradesh,FY2024-25,PM10,104.9,364
Bhopal,Madhya Pradesh,FY2024-25,PM2.5,42.479,364
Bhopal,Madhya Pradesh,FY2025-26,CO,1.1,365
Bhopal,Madhya Pradesh,FY2025-26,NO2,26.8,365
Bhopal,Madhya Pradesh,FY2025-26,O3,71.4,365
Bhopal,Madhya Pradesh,FY2025-26,PM10,106.1,365
Bhopal,Madhya Pradesh,FY2025-26,PM2.5,42.096,365
Bhubaneswar,Odisha,FY2024-25,CO,1.4,351
Bhubaneswar,Odisha,FY2024-25,NO2,13.1,351
Bhubaneswar,Odisha,FY2024-25,O3,65.5,351
Bhubaneswar,Odisha,FY2024-25,PM10,87.6,351
Bhubaneswar,Odisha,FY2024-25,PM2.5,42.203,351
Bhubaneswar,Odisha,FY2025-26,CO,1.5,361
Bhubaneswar,Odisha,FY2025-26,NO2,19.0,361
Bhubaneswar,Odisha,FY2025-26,O3,72.5,361
Bhubaneswar,Odisha,FY2025-26,PM10,91.9,361
Bhubaneswar,Odisha,FY2025-26,PM2.5,45.351,361
Bikaner,Rajasthan,FY2024-25,CO,1.4,343
Bikaner,Rajasthan,FY2024-25,NO2,33.0,343
Bikaner,Rajasthan,FY2024-25,O3,70.0,343
Bikaner,Rajasthan,FY2024-25,PM10,155.2,343
Bikaner,Rajasthan,FY2024-25,PM2.5,46.992,343
Bikaner,Rajasthan,FY2025-26,CO,1.5,338
Bikaner,Rajasthan,FY2025-26,NO2,31.1,338
Bikaner,Rajasthan,FY2025-26,O3,80.2,338
Bikaner,Rajasthan,FY2025-26,PM10,164.5,338
