city,state,period,pollutant,mean,days_with_data
Varanasi,Uttar Pradesh,FY2025-26,O3,14.1,365
Varanasi,Uttar Pradesh,FY2025-26,PM10,73.5,365
Varanasi,Uttar Pradesh,FY2025-26,PM2.5,31.025,365
Vatva,Gujarat,FY2024-25,CO,1.0,349
Vatva,Gujarat,FY2024-25,NO2,34.5,349
Vatva,Gujarat,FY2024-25,O3,25.6,349
Vatva,Gujarat,FY2024-25,PM10,98.0,349
Vatva,Gujarat,FY2024-25,PM2.5,33.172,349
Vatva,Gujarat,FY2025-26,CO,0.5,337
Vatva,Gujarat,FY2025-26,NO2,30.9,337
Vatva,Gujarat,FY2025-26,O3,30.5,337
Vatva,Gujarat,FY2025-26,PM10,101.6,337
Vatva,Gujarat,FY2025-26,PM2.5,49.043,337
Vijayapura,Karnataka,FY2024-25,CO,1.8,306
Vijayapura,Karnataka,FY2024-25,NO2,12.2,306
Vijayapura,Karnataka,FY2024-25,O3,15.3,306
Vijayapura,Karnataka,FY2024-25,PM10,41.5,306
Vijayapura,Karnataka,FY2024-25,PM2.5,18.508,306
Vijayapura,Karnataka,FY2025-26,CO,0.8,257
Vijayapura,Karnataka,FY2025-26,NO2,7.8,257
Vijayapura,Karnataka,FY2025-26,O3,16.0,257
Vijayapura,Karnataka,FY2025-26,PM10,48.7,257
Vijayapura,Karnataka,FY2025-26,PM2.5,20.503,257
Vijayawada,Andhra Pradesh,FY2024-25,CO,0.9,339
Vijayawada,Andhra Pradesh,FY2024-25,NO2,19.7,339
Vijayawada,Andhra Pradesh,FY2024-25,O3,36.1,339
Vijayawada,Andhra Pradesh,FY2024-25,PM10,60.8,339
Vijayawada,Andhra Pradesh,FY2024-25,PM2.5,34.09,339
Vijayawada,Andhra Pradesh,FY2025-26,CO,1.0,348
Vijayawada,Andhra Pradesh,FY2025-26,NO2,20.9,348
Vijayawada,Andhra Pradesh,FY2025-26,O3,37.6,348
Vijayawada,Andhra Pradesh,FY2025-26,PM10,64.9,348
Vijayawada,Andhra Pradesh,FY2025-26,PM2.5,40.395,348
Virar,Maharashtra,FY2024-25,CO,1.1,343
Virar,Maharashtra,FY2024-25,NO2,20.2,343
Virar,Maharashtra,FY2024-25,O3,62.6,343
Virar,Maharashtra,FY2024-25,PM10,90.5,343
Virar,Maharashtra,FY2024-25,PM2.5,42.556,343
Virar,Maharashtra,FY2025-26,CO,1.2,344
Virar,Maharashtra,FY2025-26,NO2,20.5,344
Virar,Maharashtra,FY2025-26,O3,42.9,344
Virar,Maharashtra,FY2025-26,PM10,72.9,344
Virar,Maharashtra,FY2025-26,PM2.5,31.533,344
Visakhapatnam,Andhra Pradesh,FY2024-25,CO,0.9,344
Visakhapatnam,Andhra Pradesh,FY2024-25,NO2,39.5,344
Visakhapatnam,Andhra Pradesh,FY2024-25,O3,23.5,344
Visakhapatnam,Andhra Pradesh,FY2024-25,PM10,109.8,344
Visakhapatnam,Andhra Pradesh,FY2024-25,PM2.5,45.016,344
Visakhapatnam,Andhra Pradesh,FY2025-26,CO,0.9,346
Visakhapatnam,Andhra Pradesh,FY2025-26,NO2,45.0,346
Visakhapatnam,Andhra Pradesh,FY2025-26,O3,48.3,346
Visakhapatnam,Andhra Pradesh,FY2025-26,PM10,132.1,346
Visakhapatnam,Andhra Pradesh,FY2025-26,PM2.5,52.625,346
Vrindavan,Uttar Pradesh,FY2024-25,CO,1.1,343
Vrindavan,Uttar Pradesh,FY2024-25,NO2,8.7,343
Vrindavan,Uttar Pradesh,FY2024-25,O3,18.9,343
Vrindavan,Uttar Pradesh,FY2024-25,PM10,117.5,343
Vrindavan,Uttar Pradesh,FY2024-25,PM2.5,21.909,343
Vrindavan,Uttar Pradesh,FY2025-26,CO,0.9,351
Vrindavan,Uttar Pradesh,FY2025-26,NO2,12.3,351
Vrindavan,Uttar Pradesh,FY2025-26,O3,16.0,351
Vrindavan,Uttar Pradesh,FY2025-26,PM10,80.3,351
Vrindavan,Uttar Pradesh,FY2025-26,PM2.5,28.128,351
Yadgir,Karnataka,FY2024-25,CO,0.4,312
Yadgir,Karnataka,FY2024-25,NO2,10.9,312
Yadgir,Karnataka,FY2024-25,O3,19.2,312
Yadgir,Karnataka,FY2024-25,PM10,63.9,312
Yadgir,Karnataka,FY2024-25,PM2.5,33.192,312
Yadgir,Karnataka,FY2025-26,CO,0.4,327
Yadgir,Karnataka,FY2025-26,NO2,23.4,327
Yadgir,Karnataka,FY2025-26,O3,18.9,327
Yadgir,Karnataka,FY2025-26,PM10,60.0,327
Yadgir,Karnataka,FY2025-26,PM2.5,29.072,327
